ENTPID,ITEMID,ITEMLL,FRNID,FRNLL,RAYID,CIRCUITLL,MNFID,LOCID,SUM(NBPRISEPREP)
970,7627114,LOT SERV ET DB       590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,187,2
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1188,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,794,3
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1248,1
970,7627015,ESSUIE MAIN NA       ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,1571,2
970,7627186,LOT240 CODY TERRAC   190,12449,MPX IMPORT,50,BLANP 15/12,16422,1360,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,847,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,53,1
970,7627160,SERV LITEAU PLISSE   650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,169,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,170,2
970,7627009,TORCH COT SLUB RAYE  ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,184,1
970,7629222,HC240 PRINT RAYURE   690,103553,VISTEX LIMITED,50,BLANP 15/12,16544,806,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,166,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1353,2
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,166,2
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,144,2
970,7627160,SERV LITEAU PLISSE   650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,664,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,18,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,1350,2
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,311,2
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,314,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1360,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,18,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,365,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,194,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1334,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,166,1
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1827,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,797,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,49,2
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1889,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,183,2
970,7627075,SERVIETTE UNI        590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,820,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,782,1
970,7627165,2GANTS LITEAU PLISSE 650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,814,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,316,3
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,53,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,179,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,58,1
970,7627799,PLAID DOUDOU CORAL   550,12449,MPX IMPORT,50,BLANP 15/12,16422,1829,1
970,7627799,PLAID DOUDOU CORAL   550,12449,MPX IMPORT,50,BLANP 15/12,16422,1828,1
970,7627799,PLAID DOUDOU CORAL   550,12449,MPX IMPORT,50,BLANP 15/12,16422,246,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1146,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1026,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,756,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,1160,1
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,1828,1
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,229,1
970,5120038,GANTS 0 TWIST BLANC  B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,211,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1246,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,145,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2843,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,158,1
970,7627009,TORCH COT SLUB RAYE  ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,1196,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,463,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,21,2
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,900,2
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,884,3
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1130,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,143,1
970,7627114,LOT SERV ET DB       590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,958,1
970,7627114,LOT SERV ET DB       590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1196,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,314,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2472,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,875,1
970,7627244,HC 240 PRINT PALMI   601,12449,MPX IMPORT,50,BLANP 15/12,16422,1571,1
970,7627241,LOT240 PALMI PRUSSIE 551,12449,MPX IMPORT,50,BLANP 15/12,16422,29,1
970,7629273,TT UNI               551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,37,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1026,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,311,3
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,2827,2
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,1261,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,758,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,774,3
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1377,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,195,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,752,1
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2893,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2884,1
970,7627081,DRAP DE BAIN UNI     700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,179,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,35,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1788,1
970,7627170,DDB LITEAU PLISSE    650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,184,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2884,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,43,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,37,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1598,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,817,1
970,7627081,DRAP DE BAIN UNI     700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,822,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,463,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,797,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1246,1
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,2609,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,15,3
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,29,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,830,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,770,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1399,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,801,2
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,36,1
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,33,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,155,1
970,7627075,SERVIETTE UNI        590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,155,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,843,2
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,791,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,4,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,694,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,311,3
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1261,1
970,7629178,HC 240 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,853,1
970,7629178,HC 240 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1166,1
970,7627065,SERVIETTE INV UNI    651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1640,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1347,1
970,4000139,PRISUNIC ET LE DESIGN,6047,DNL DISTRIBUTION /INTERFORUM,53,BLANP 15/12,16223,42,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1231,1
970,5120038,GANTS 0 TWIST BLANC  B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1166,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1827,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1261,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1248,1
970,5120038,GANTS 0 TWIST BLANC  B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1334,1
970,7629174,HC 140 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1147,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,751,1
970,7627071,SERVIETTE UNI        851,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2811,1
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1751,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1644,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,795,1
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2893,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,323,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,763,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,911,1
970,7629160,TAIE RECT UNIE       691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,889,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,229,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1429,3
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,186,1
970,7627241,LOT240 PALMI PRUSSIE 551,12449,MPX IMPORT,50,BLANP 15/12,16422,155,1
970,7627794,PLAID DOUDOU CORAL   701,12449,MPX IMPORT,50,BLANP 15/12,16422,963,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,213,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,780,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1827,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,177,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1889,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1355,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,878,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,877,2
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,389,3
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,314,2
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,13,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,155,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,43,1
970,7627079,DRAP DE BAIN UNI     691,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,806,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2827,4
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,164,3
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1347,1
970,7627112,LOT SERV ET DB       650,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2843,2
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,885,2
970,7627009,TORCH COT SLUB RAYE  ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,1565,1
970,7629187,HC 260 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,770,2
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,143,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1146,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,756,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,763,1
970,7629174,HC 140 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,21,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,183,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,1512,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,821,2
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,162,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1261,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,395,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,797,1
970,7629233,TR PRINT RAYURE      690,103553,VISTEX LIMITED,50,BLANP 15/12,16544,806,1
970,7629206,DH 90 UNI            551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1266,1
970,7629206,DH 90 UNI            551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,136,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,365,2
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,803,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,830,1
970,7629160,TAIE RECT UNIE       691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1890,1
970,7627065,SERVIETTE INV UNI    651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,236,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,794,3
970,7628317,COUETTE MICRO 400G   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,787,1
970,7628317,COUETTE MICRO 400G   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,53,1
970,7629273,TT UNI               551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,955,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,58,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1166,1
970,7627114,LOT SERV ET DB       590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,806,2
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,888,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2472,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,136,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,770,2
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,904,2
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,43,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,465,2
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1889,1
970,7627186,LOT240 CODY TERRAC   190,12449,MPX IMPORT,50,BLANP 15/12,16422,2472,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,818,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,813,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,847,1
970,7629160,TAIE RECT UNIE       691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,463,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,787,3
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,801,3
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,836,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,758,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,877,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,803,1
970,7627112,LOT SERV ET DB       650,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1355,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2884,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,818,2
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,51,2
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,795,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,42,1
970,7627015,ESSUIE MAIN NA       ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,155,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,900,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,311,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,4,2
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,790,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,263,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,838,3
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1158,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,965,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,398,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1166,2
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1645,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,817,1
970,7629189,HC 260 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,955,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,43,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,145,1
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,877,1
970,7627015,ESSUIE MAIN NA       ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,1828,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,195,2
970,7633468,POKE BALL PACK       M00,15172,MATTEL FRANCE SA,55,BLANP 15/12,16151,35,1
970,7633468,POKE BALL PACK       M00,15172,MATTEL FRANCE SA,55,BLANP 15/12,16151,1261,1
970,7629275,TT UNI               691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,885,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,838,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,1645,1
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,7,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,1285,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,965,1
970,7627186,LOT240 CODY TERRAC   190,12449,MPX IMPORT,50,BLANP 15/12,16422,756,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,905,2
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,56,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,801,2
970,7627165,2GANTS LITEAU PLISSE 650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,189,1
970,7629195,DP UNI               691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,37,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,801,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,194,2
